Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Informed Consent Form for Study About People's Opinions of Controversial Behaviors  

Key Information


This research is a survey of public opinion about people's opinion concerning controversial behaviors in US society. You will be asked a series of questions about this issue.  The survey should take around 6 minutes to complete. After completing the survey, you will be paid [$0.8 USD] for your participation.
We do not ask for your name or any other information that might identify you. De-identified information may be made public or used for future research purposes.
Your participation is voluntary. You may withdraw at any time and you may choose not to answer any question but you must proceed to the final screen of the study in order to receive your completion code which you must submit in order to be paid.
Please note that this survey will contain a mention of a man raping a woman, which may provoke emotional discomfort and may pose a potential risk to you. The survey will collect information and store it a password protected drive and a password protected cloud drive for six months for research purposes and will only be accessible to the Principal Investigator.
In accordance with Mechanical Turk/Connect policies, we may reject your work if the HIT was not correctly completed or the instructions were not followed. 

If you have any questions about this research study please contact me at j.thomas@cuhk.edu.hk. If you have questions about your rights as a research subject, contact the CUHK’s Secretary of the Survey and Behavioural Research Ethics Committee (c/o Faculty Office of Social Science) at fssc02@cuhk.edu.hk
I hereby give my consent to be the subject of the research (agree constituting a signature, disagree a decline to sign).",uscitizen,"Are you a US citizen? - Yes, I am a 1.5 generation immigrant (came to US in before 13 years old) (enter country) - Text","Are you a US citizen? - No, but I am a 1.5 generation immigrant (came to US in before 13 years old) (enter country) - Text","Are you a US citizen? - Yes, I am a first-generation immigrant, born outside the US (enter country) - Text","Are you a US citizen? - No, but I am a first-generation immigrant, born outside the US (enter country) - Text","Are you a US citizen? - No, and I do not consider myself an immigrant, but a citizen of another country (enter country) - Text",sex,What is your sex? - Intersex/Non-binary/self-describe - Text,hispanic,"Are you of Hispanic, Latino, or Spanish origin? - Yes, other - Text",race,"What is your race or races? - American Indian or Alaska Native, print name of enrolled or principal tribe(s), for example, Navajo Nation, Blackfeet Tribe, Mayan, Aztec, Native Village of Barrow Inupiat Traditional Government, Nome Eskimo Community: - Text",What is your race or races? - Other Asian (type): - Text,What is your race or races? - Other Pacific Islander—type: - Text,What is your race or races? - Some other Race--type: - Text,town_state,region,urbanicity,age,religpref,What.is.your.religious.preference....Other..please.type....Text,educ,What.is.the.highest.degree.or.level.of.formal.schooling.you.have.completed....Grade.1.through.11..Specify...Text,employed,income,relationstatus,numchild,agechild,polparty,polideology,mediaideology,auth1,auth2,auth3,auth4,auth5,auth6,auth7,auth8,blacksmustworkup,slaveryhurtblacks,blacksgetlessdeserve,blackstryharder,feelinglatino,feelingnonlatino,religionpractice,religionimportant,natimport,trustforeigner,genderchild,genderhome,genderfamily,genderjob,abtimes,abfamily,abinformation,abconcern,abfirm,abdiscuss,abweb,pabdefect,pabhealth,pabafford,ablegal,court,On what planet do you live?,absingle1,abhusband1,abdefect1,abhealth1,ablife1,absupport1,abtri1,absingle2,abhusband2,abdefect2,abhealth2,ablife2,absupport2,abtri2,absingle3,abhusband3,abdefect3,abhealth3,ablife3,absupport3,abtri3,absingle4,abhusband4,abdefect4,abhealth4,ablife4,absupport4,abtri4,Do.you.have.anything.else.you.want.to.say.about.this.survey.,participantid,IncreaseCrime,OpenToIdeas,OvercamePrejudice,EnglishThreatened,EqualRights,workerId,assignmentId,projectId,wmww,wmbw,bmww,bmbw
2/25/23 19:24,2/25/23 19:32,IP Address,172.58.208.5,100,517,TRUE,2/25/23 19:32,R_w5bHYMaBbZPP0lP,,,,,34.0614,-118.3072,anonymous,EN,Agree,"Yes, I am a second-generation immigrant (parents born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,Asian Indian,,,,,"Los Angeles,California ",,,45,None,,"Bachelor’s degree (for example: BA, BS)",,yes,"$50,001-75,000",married/civil union,0,,Republican,3,2,independent,self-reliant,well-behaved,curious,polite,imaginative,open-minded,disciplined,disagree,strongly agree,agree,strongly disagree,5,50,never,1,very important,trust completely,strongly disagree,agree,strongly disagree,strongly disagree,,1,most of the information I need,very concerned,very unlikely to change,sometimes,yes,yes,yes,yes,legal under any circumstances,yes,Earth,,,,,,,,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,Good topic ,E75AABBDA5CC4A219FDBE61855D36359,,,,,,,e6e5cfdb-4096-499a-8f4f-166341b7787f,ca1a579a-ad66-49a2-b381-4bb9c9462e00,0,1,0,0
2/25/23 19:28,2/25/23 19:32,IP Address,98.29.47.238,100,277,TRUE,2/25/23 19:32,R_3g5e7KJAlmDFINT,,,,,39.5627,-84.2224,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Springboro, OH",,,64,None,,"Professional degree beyond a bachelor’s degree (for example MD, DDS, DVM, LLB, JD)",,yes,"Above $150,000",married/civil union,2,21,no party,1 (extremely liberal),1 (extremely liberal),independent,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,strongly disagree,strongly agree,strongly agree,strongly disagree,99,99,never,1,not important at all,trust somewhat,agree,disagree,disagree,disagree,,2,most of the information I need,somewhat concerned,very unlikely to change,almost never,no,yes,yes,no,legal under certain circumstances,yes,Earth,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,,no,,57D16FF618E449028084875C941CEC52,,,,,,,424f8a13-b6fc-4f91-8beb-574180cf4d58,ca1a579a-ad66-49a2-b381-4bb9c9462e00,0,0,,1
2/25/23 19:26,2/25/23 19:32,IP Address,143.59.203.229,100,380,TRUE,2/25/23 19:32,R_XTaEtuooHbc9v0J,,,,,32.3546,-86.2629,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,Black or African American,,,,,"Montgomery, Alabama",,,24,None,,"Bachelor’s degree (for example: BA, BS)",,yes,"$75,001-100,000",married/civil union,2,5,Democrat,2,2,independent,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,disagree,agree,agree,disagree,50,50,never,1,somewhat important,trust somewhat,strongly disagree,strongly disagree,strongly disagree,strongly disagree,,1,all the information I need,very concerned,very unlikely to change,almost never,yes,yes,yes,yes,legal under any circumstances,yes,Earth,,,,,,,,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,None.,370D4E31F2944616B669B378381D26F8,,,,,,,db4d3d91-2ff9-4cf8-86e0-e84cc189e110,ca1a579a-ad66-49a2-b381-4bb9c9462e00,0,1,0,0
2/25/23 19:26,2/25/23 19:32,IP Address,76.91.120.197,100,397,TRUE,2/25/23 19:32,R_3Hh58nat5TP0AJ8,,,,,34.0716,-118.0111,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,Monrovia,,,59,None,,Regular high school diploma,,yes,"$0-25,000",not married but in a cohabitating relationship,7,,Republican,5,5,independent,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,agree,disagree,disagree,agree,80,80,never,1,very important,trust somewhat,disagree,agree,disagree,disagree,,1,some of the information I need,somewhat concerned,somewhat unlikely to change,almost never,no,no,no,no,legal under certain circumstances,yes,Earth,,,,,,,,,,,,,,,yes,no,no,no,no,no,,,,,,,,,no,268A77DCC33A496DBE1C086D0717C820,,,,,,,bdd91886-4f77-4d4c-914a-c5223eefacf2,ca1a579a-ad66-49a2-b381-4bb9c9462e00,0,0,1,0
2/25/23 19:26,2/25/23 19:33,IP Address,75.91.12.70,100,385,TRUE,2/25/23 19:33,R_2sny0M8G5mmI1Ff,,,,,31.4996,-82.8471,anonymous,EN,Agree,Yes and I consider myself indigenous to the territory of the US.,,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Rochelle, GA",,,33,Protestant,,"1 or more years of college credit, no degree,",,yes,"$0-25,000",single/never married,1,0,Republican,7 (extremely conservative),4,respectful of their elders,obedient,considerate,curious,polite,imaginative,loyal,disciplined,agree,strongly agree,agree,agree,99,99,once per week,5,very important,trust completely,strongly disagree,agree,disagree,agree,,0,most of the information I need,very concerned,very unlikely to change,sometimes,yes,no,no,no,never legal under any circumstance,yes,Earth,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,No,21ABD39309F8484A87B4939E05459799,,,,,,,6b8aada2-a844-463b-82d0-7a31210ec9cc,ca1a579a-ad66-49a2-b381-4bb9c9462e00,1,0,0,0
2/25/23 19:23,2/25/23 19:33,IP Address,71.63.47.189,100,545,TRUE,2/25/23 19:33,R_1Qi8ofySLs7yG6k,,,,,37.3392,-77.4175,anonymous,EN,Agree,Yes and I consider myself indigenous to the territory of the US.,,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Richmond, VA",,,49,None,,"Associate’s degree (for example: AA, AS)",,yes,"$0-25,000",divorced,2,20,Democrat,3,4,independent,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,disagree,agree,neither agree nor disagree,neither agree nor disagree,50,60,never,1,very important,trust somewhat,agree,agree,agree,disagree,,2,most of the information I need,somewhat concerned,somewhat likely to change,sometimes,yes,no,yes,no,legal under any circumstances,yes,Earth,,,,,,,,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,5FA8CD03C938437EA3E2AD01A3F29BBE,,,,,,,dd3eed40-6012-4538-8dec-6cab04af8e10,ca1a579a-ad66-49a2-b381-4bb9c9462e00,0,1,0,0
2/25/23 19:27,2/25/23 19:33,IP Address,64.250.208.172,100,349,TRUE,2/25/23 19:33,R_OwdgqnKStGdfHix,,,,,34.7713,-98.4068,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Temple, Oklahoma",,,36,Other (please type),Non-Denominational,Regular high school diploma,,no,"$0-25,000",single/never married,0,,Independent,3,2,independent,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,strongly disagree,strongly agree,strongly agree,strongly disagree,80,60,never,1,very important,trust somewhat,strongly disagree,strongly disagree,strongly disagree,strongly disagree,,1,all the information I need,very concerned,very unlikely to change,sometimes,yes,yes,yes,yes,legal under any circumstances,yes,Earth,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,,,,,,,,,FCB79CA5BC314B18981A5B1DFFED837A,,,,,,,56cd75da-ff21-4678-b94e-bdd5e995adb8,ca1a579a-ad66-49a2-b381-4bb9c9462e00,0,0,1,0
2/25/23 19:28,2/25/23 19:33,IP Address,35.137.227.112,100,288,TRUE,2/25/23 19:33,R_3hzMngMUfXfJYdk,,,,,27.8485,-82.7944,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,Tampa FL,,,43,None,,"1 or more years of college credit, no degree,",,yes,"$0-25,000",single/never married,0,,Democrat,3,4,independent,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,disagree,agree,neither agree nor disagree,disagree,70,70,never,1,somewhat important,trust somewhat,agree,agree,agree,disagree,,0,some of the information I need,not very concerned,somewhat unlikely to change,almost never,no,yes,yes,yes,legal under any circumstances,yes,Earth,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,F4EC577D0AE44D6EA1E498533D5C8C76,,,,,,,103aac13-909d-463a-aa9f-c92cea8c76e0,ca1a579a-ad66-49a2-b381-4bb9c9462e00,1,0,0,0
2/25/23 19:28,2/25/23 19:33,IP Address,76.138.204.205,100,264,TRUE,2/25/23 19:33,R_3lPxcyHvzeHIDgp,,,,,44.9947,-123.0147,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Salem, OR",,,33,Catholic,,"Bachelor’s degree (for example: BA, BS)",,yes,"$50,001-75,000",married/civil union,0,,Democrat,3,3,respectful of their elders,obedient,considerate,good mannered,polite,orderly,open-minded,adaptable,agree,agree,neither agree nor disagree,agree,55,55,once per year,1,not so important,distrust somewhat,strongly disagree,agree,strongly disagree,disagree,,1,some of the information I need,not concerned at all,somewhat unlikely to change,almost never,no,yes,yes,yes,legal under any circumstances,yes,Earth,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,,yes,No.,4509B59C9C49499EB62F362D3A56B6A2,,,,,,,e3f7b80c-1e13-49cb-8f2d-acc9939b40f7,ca1a579a-ad66-49a2-b381-4bb9c9462e00,0,0,,1
2/25/23 19:26,2/25/23 19:33,IP Address,170.249.0.122,100,387,TRUE,2/25/23 19:33,R_308LNOP72PdiLtu,,,,,46.5778,-87.4552,anonymous,EN,Agree,"No, but I am a first-generation immigrant, born outside the US (enter country)",,,,United States,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Marquette, MI",,,51,None,,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",,yes,"$25,001-50,000",divorced,0,,no party,4,3,respectful of their elders,self-reliant,considerate,good mannered,free-spirited,imaginative,loyal,disciplined,agree,strongly agree,agree,disagree,64,59,never,1,somewhat important,trust somewhat,disagree,disagree,disagree,disagree,,0,some of the information I need,somewhat concerned,somewhat unlikely to change,almost never,no,no,yes,no,legal under certain circumstances,yes,Earth,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,,,,,,,,thx,22FDF876E0614ADB874D9E1B3849F1DB,,,,,,,1fa1e11b-019f-493e-a0fd-bbe903598985,ca1a579a-ad66-49a2-b381-4bb9c9462e00,0,0,1,0
2/25/23 19:29,2/25/23 19:33,IP Address,47.28.52.18,100,223,TRUE,2/25/23 19:33,R_31MyTIjxZkxtZ20,,,,,42.055,-124.2803,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Brookings, OR",,,32,None,,"Bachelor’s degree (for example: BA, BS)",,yes,"$0-25,000",not married but in a cohabitating relationship,0,,Democrat,1 (extremely liberal),3,independent,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,strongly disagree,strongly agree,strongly agree,strongly disagree,99,20,never,1,not important at all,trust somewhat,strongly disagree,disagree,strongly disagree,strongly disagree,,0,all the information I need,very concerned,very unlikely to change,sometimes,no,yes,yes,yes,legal under any circumstances,yes,Earth,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,160F3210920D4FA183BBBDB1324B866C,,,,,,,7b35b819-5607-4cff-9472-cd3ee9c99562,ca1a579a-ad66-49a2-b381-4bb9c9462e00,1,0,0,0
2/25/23 19:28,2/25/23 19:33,IP Address,76.87.210.174,100,314,TRUE,2/25/23 19:33,R_2rrul4XaxiLB8Wu,,,,,34.1371,-117.6599,anonymous,EN,Agree,"Yes, I am a second-generation immigrant (parents born outside the US)",,,,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,Korean,,,,,"Upland, California",,,19,Christian,,12th grade—NO DIPLOMA,,no,"$0-25,000",single/never married,0,,Republican,7 (extremely conservative),7 (extremely conservative),independent,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,strongly agree,strongly disagree,strongly disagree,strongly agree,99,99,once per year,5,very important,trust somewhat,agree,strongly agree,strongly agree,strongly agree,,0,all the information I need,not concerned at all,very unlikely to change,almost never,no,no,no,no,never legal under any circumstance,yes,Earth,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,86C4E3586DC045F599B1A8E272670957,,,,,,,87d69d64-b994-4f7b-a69d-2295072f84c0,ca1a579a-ad66-49a2-b381-4bb9c9462e00,1,0,0,0
2/25/23 19:29,2/25/23 19:33,IP Address,76.221.154.90,100,257,TRUE,2/25/23 19:33,R_Y9AYyY6gikO1x3H,,,,,39.9914,-83.0034,anonymous,EN,Agree,"Yes, I am a second-generation immigrant (parents born outside the US)",,,,,,Intersex/Non-binary/self-describe,,"Yes, Mexican, Mexican American, Chicano",,White,,,,,Columbus Ohio,,,21,None,,"1 or more years of college credit, no degree,",,yes,"$0-25,000",single/never married,0,,Democrat,1 (extremely liberal),2,respectful of their elders,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,strongly disagree,agree,strongly agree,strongly disagree,50,50,never,1,not so important,trust completely,disagree,disagree,strongly disagree,strongly disagree,,2,most of the information I need,somewhat concerned,very unlikely to change,sometimes,yes,yes,yes,yes,legal under any circumstances,yes,Earth,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,,,,,,,,,3105C9CC889E4367AB84F63D002677E7,,,,,,,ad348e4a-a70a-4665-874d-1df2e695a7e0,ca1a579a-ad66-49a2-b381-4bb9c9462e00,0,0,1,0
2/25/23 19:24,2/25/23 19:33,IP Address,67.4.143.14,100,559,TRUE,2/25/23 19:33,R_1IWdYgt7krl0VFH,,,,,44.9998,-93.393,anonymous,EN,Agree,Yes and I consider myself indigenous to the territory of the US.,,,,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,Some other Race--type:,,,,Indigenous American,"Minneapolis, Minnesota",,,59,None,,"Associate’s degree (for example: AA, AS)",,yes,"$0-25,000",married/civil union,5,22,Independent,5,2,independent,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,strongly disagree,strongly agree,strongly agree,strongly disagree,50,50,never,1,very important,do not trust at all,disagree,disagree,disagree,disagree,,0,all the information I need,very concerned,very unlikely to change,sometimes,yes,no,no,no,legal under any circumstances,yes,Earth,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,,,,,,,,Your survey is very relevant and I am honored to have participated in it. Thank you for the opportunity!,036BF3ACCB0D49F19A56F0D1A9978A65,,,,,,,a22eafff-7e08-46cd-8042-18eb7e92a728,ca1a579a-ad66-49a2-b381-4bb9c9462e00,0,0,1,0
2/25/23 19:26,2/25/23 19:33,IP Address,24.209.96.68,100,424,TRUE,2/25/23 19:33,R_24tJuDHf1KJgcK3,,,,,39.6873,-83.9384,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Xenia, OH",,,52,Catholic,,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",,yes,"$25,001-50,000",married/civil union,1,13,Democrat,2,3,independent,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,strongly disagree,strongly agree,strongly agree,strongly disagree,90,80,once per week,4,somewhat important,trust somewhat,strongly disagree,disagree,strongly disagree,strongly disagree,,2,most of the information I need,very concerned,very unlikely to change,almost never,yes,no,yes,no,legal under certain circumstances,yes,Earth,yes,yes,yes,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,F0C1F61C548D4B4CBAC5697C5251AB0C,,,,,,,075d07f0-a200-46a9-a358-d10bf7b1788b,ca1a579a-ad66-49a2-b381-4bb9c9462e00,1,0,0,0
2/25/23 19:28,2/25/23 19:33,IP Address,100.16.61.219,100,327,TRUE,2/25/23 19:33,R_1CBlnXoZtbp9GzU,,,,,39.0809,-76.559,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Arnold, MD",,,29,Catholic,,"Bachelor’s degree (for example: BA, BS)",,no,"$100,001-125,000",married/civil union,3,1,Democrat,3,4,,self-reliant,considerate,curious,polite,imaginative,open-minded,adaptable,strongly disagree,agree,agree,strongly disagree,99,99,once per month,1,somewhat important,trust completely,disagree,disagree,strongly disagree,disagree,,0,some of the information I need,somewhat concerned,somewhat unlikely to change,sometimes,yes,no,yes,no,legal under any circumstances,yes,Earth,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,,,,,,,,No,D92E3D724EB84B53AABE6B5168BC3E5D,,,,,,,576bc1e4-ee0e-4ae3-b95f-f911fec9b246,ca1a579a-ad66-49a2-b381-4bb9c9462e00,0,0,1,0
2/25/23 19:25,2/25/23 19:33,IP Address,198.254.90.79,100,502,TRUE,2/25/23 19:33,R_2QFfHi8XmWaL63u,,,,,35.1587,-85.2163,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Chattanooga, TN",,,26,Other (please type),None,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",,yes,"$25,001-50,000",not married but in a cohabitating relationship,0,,Democrat,1 (extremely liberal),3,independent,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,strongly disagree,strongly agree,agree,strongly disagree,99,90,once per year,1,not so important,trust completely,strongly disagree,strongly disagree,strongly disagree,strongly disagree,,0,all the information I need,very concerned,very unlikely to change,very often,yes,yes,yes,yes,legal under any circumstances,yes,Earth,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,I think abortion should be legal in all instances. A woman should be able to get an abortion for any reason at any point in pregnancy. ,520DC634CCDE409EA35ECA74FD6ED5CF,,,,,,,7f9f6e40-0a8e-457e-9bb0-b4d1ace1ea96,ca1a579a-ad66-49a2-b381-4bb9c9462e00,1,0,0,0
2/25/23 19:30,2/25/23 19:34,IP Address,174.195.36.178,100,244,TRUE,2/25/23 19:34,R_27ECPYMNSHddmIP,,,,,33.8019,-84.3861,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Macon, Georgia ",,,27,Protestant,,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",,yes,"$75,001-100,000",married/civil union,2,2,Republican,5,3,independent,obedient,considerate,good mannered,polite,imaginative,loyal,adaptable,agree,agree,disagree,disagree,50,63,more than once per month but less than once per week,4,not so important,trust somewhat,disagree,disagree,disagree,disagree,,0,most of the information I need,not very concerned,somewhat unlikely to change,sometimes,no,yes,yes,no,legal under certain circumstances,yes,Earth,,,,,,,,,,,,,,,,,,,,,,yes,no,yes,yes,yes,,no,,A4FC9D5F457B438486098CB4A9F55613,,,,,,,eb716eff-5955-4087-8a18-41122a021a6e,ca1a579a-ad66-49a2-b381-4bb9c9462e00,0,0,,1
2/25/23 19:26,2/25/23 19:34,IP Address,64.118.125.112,100,466,TRUE,2/25/23 19:34,R_2SvROTE2ArZQfTU,,,,,37.2218,-119.7459,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,Mariposa,,,26,None,,"Associate’s degree (for example: AA, AS)",,yes,"$25,001-50,000",single/never married,0,,Independent,1 (extremely liberal),3,independent,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,strongly disagree,agree,strongly agree,strongly disagree,50,50,never,1,not important at all,trust somewhat,strongly disagree,strongly disagree,strongly disagree,strongly disagree,,1,most of the information I need,not concerned at all,very unlikely to change,sometimes,no,yes,yes,yes,legal under any circumstances,yes,Earth,,,,,,,,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,FD639BE39F454849A94E8CC76970DD05,,,,,,,25a8d11b-f5ca-4eea-a904-0680df38e958,ca1a579a-ad66-49a2-b381-4bb9c9462e00,0,1,0,0
2/25/23 19:28,2/25/23 19:34,IP Address,107.131.145.149,100,365,TRUE,2/25/23 19:34,R_2sSYtOMSoEozu7B,,,,,41.4946,-90.5675,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,Braceville,,,41,Other (please type),N/A,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",,yes,"$50,001-75,000",married/civil union,2,10,Independent,3,4,independent,self-reliant,considerate,good mannered,polite,imaginative,loyal,adaptable,disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,50,50,never,1,not important at all,trust somewhat,strongly disagree,strongly disagree,strongly disagree,strongly disagree,,0,most of the information I need,somewhat concerned,very unlikely to change,almost never,no,yes,yes,yes,legal under any circumstances,yes,Earth,,,,,,,,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,It was odd and quite personal. Did you want me social security number too?,2BA46B3FCAB04665A0ED8DD8ADFA8B76,,,,,,,7607a006-f901-4a04-b0cc-641323a2deaa,ca1a579a-ad66-49a2-b381-4bb9c9462e00,0,1,0,0
2/25/23 19:25,2/25/23 19:34,IP Address,73.167.123.168,100,538,TRUE,2/25/23 19:34,R_XXotgNZIoVnhpdL,,,,,42.2013,-70.7543,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Scituate, MA",,,30,Catholic,,"Bachelor’s degree (for example: BA, BS)",,no,"$75,001-100,000",not married but in a non-cohabitating relationship,0,,Democrat,2,2,respectful of their elders,self-reliant,considerate,curious,polite,imaginative,open-minded,adaptable,neither agree nor disagree,agree,neither agree nor disagree,neither agree nor disagree,80,80,never,1,very important,trust completely,disagree,disagree,disagree,disagree,,0,most of the information I need,very concerned,somewhat unlikely to change,sometimes,yes,no,yes,no,legal under any circumstances,yes,Earth,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,,,,,,,,,A82657B317954011A1844E88E6B0A88D,,,,,,,95fae306-ede4-40be-8e6d-623fef7f3a47,ca1a579a-ad66-49a2-b381-4bb9c9462e00,0,0,1,0
2/25/23 19:23,2/25/23 19:34,IP Address,73.145.147.39,100,642,TRUE,2/25/23 19:34,R_31aZgQ7F6Xm6t7J,,,,,42.7069,-84.4138,anonymous,EN,Agree,"Yes, I am a second-generation immigrant (parents born outside the US)",,,,,,Male,,"Yes, Mexican, Mexican American, Chicano",,White,,,,,chicago,,,35,Protestant,,"Bachelor’s degree (for example: BA, BS)",,yes,"$125,001-150,000",married/civil union,2,11,Independent,5,5,independent,self-reliant,well-behaved,good mannered,free-spirited,imaginative,loyal,adaptable,neither agree nor disagree,agree,disagree,agree,50,29,more once per year but less than once per month,3,not so important,trust somewhat,agree,strongly disagree,strongly agree,strongly agree,,5,all the information I need,very concerned,somewhat likely to change,almost never,no,no,no,no,legal under certain circumstances,yes,Earth,,,,,,,,no,no,no,yes,yes,no,,,,,,,,,,,,,,,,,8700EB008CE34030B0340123853E161D,,,,,,,8abdc71f-420d-4327-ac83-715fcdbdf593,ca1a579a-ad66-49a2-b381-4bb9c9462e00,0,1,0,0
